row_id,type,from,condition,condition_var,condition_type,condition_name,save_name,message_text,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,image,audio,video,obj_id,_nodeId,no_response,_ui_type,_ui_position
27,send_message,8,How to support children living with disabilities,,has_only_phrase,9,,"Quick tip: All children, including those living with disabilities, need love, respect and time especially at difficult times.",,,,,,,,,,,,,,,bb9466bc-9087-484b-bcf4-92511cc6eaeb,,execute_actions,11380;3420
28,save_value,27,,,,,get disability content,yes,,,,,,,,,,,,,,,bb9466bc-9087-484b-bcf4-92511cc6eaeb,,execute_actions,11380;3420
29,save_value,28,,,,,family type,disability,,,,,,,,,,,,,,,bb9466bc-9087-484b-bcf4-92511cc6eaeb,,execute_actions,11380;3420
30,save_value,29,,,,,house of support path,"@(fields.path & ""house_of_support/house_type/"" & fields.house_type & ""/age_group/"" & fields.age_group_for_tips & ""/family_type/"" & fields.family_type &""/"")",,,,,,,,,,,,,,,bb9466bc-9087-484b-bcf4-92511cc6eaeb,,execute_actions,11380;3420
31,save_value,30,,,,,total skills,@(fields.total_skills+1),,,,,,,,,,,,,,,bb9466bc-9087-484b-bcf4-92511cc6eaeb,,execute_actions,11380;3420
32,split_by_group,8,Other goal,,has_only_phrase,0,,ABTest_test-first-person_Default,,,,,,,,,,,,,,34748c8b-842c-472a-a8ee-b86c7b76914f,d4d3a2f1-5b62-4bb8-92a9-bdddbdb3e594,,split_by_expression,11745;3200
33,send_message,32,ABTest_test-first-person_alternative,,,,,Parenting is really hard. But there are things we can do to make things easier. I am here to help!,,,,,,,,,,,,,,,1de8e53b-de3b-45ba-9c49-2c5f014aeedb,,execute_actions,11870;3400
34,send_message,32;32,ABTest_test-first-person_Default;,,,,,Parenting is really hard. But there are things we can do to make things easier. We are here to help!,,,,,,,,,,,,,,,40470c3d-d3bd-42ba-8745-9cbe571aa88d,,execute_actions,11620;3400
35,save_value,11;12;14;15;17;18;19;20;21;22;23;25;26;31;33;34,,,,,parenting goal,@results.parenting_goal.category,,,,,,,,,,,,,,,b50751d7-55b7-47ab-a7d8-8872bcac00b8,,execute_actions,10080;4200
36,split_by_group,35,,,,,,ABTest_test-gamification_Default,,,,,,,,,,,,,,2f20c6e6-ec2b-443e-9768-65642f643034,030ec827-e8d6-4f93-99a4-28cdd308b230,,split_by_expression,7185;4440
37,split_by_group,36,ABTest_test-gamification_alternative,,,,,ABTest_test-gamification_Default,,,,,,,,,,,,,,2f20c6e6-ec2b-443e-9768-65642f643034,8499b356-0833-45fb-b532-1ef92fbfb27c,,split_by_expression,8185;4840
38,split_by_value,37,ABTest_test-gamification_alternative,,,,,@fields.user_name,,,,,,,,,,,,,,,08031f75-3dff-45ba-af9f-927bfd3e8c55,,split_by_expression,8685;5640
39,split_by_value,38,,@fields.user_name,has_text,user_name,,@fields.child_nickname,,,,,,,,,,,,,,,03d868ae-9769-4b87-b5ff-d51887bdde24,,split_by_expression,8435;7040
40,send_message,39,,@fields.child_nickname,has_text,child_nickname,,Congratulations @fields.user_name! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,bf6979e2-f0ae-4456-8285-4a87120939bb,,execute_actions,8310;7440
41,send_message,39,,,,,,Congratulations @fields.user_name! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,94540d8b-5de2-4c9d-9e9a-df5df7d48007,,execute_actions,8560;7440
42,split_by_value,38,,,,,,@fields.child_nickname,,,,,,,,,,,,,,,558ca5d9-3879-46e4-ae99-fbffb8b4f182,,split_by_expression,8935;7240
43,send_message,42,,@fields.child_nickname,has_text,child_nickname,,Congratulations! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,800c33ac-7569-483d-b2f0-d8f6ecf6ff0a,,execute_actions,8810;7440
44,send_message,42,,,,,,Congratulations! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,a20716ab-8534-4b76-bbc9-87910e256469,,execute_actions,9060;7440
45,split_by_value,37;37,ABTest_test-gamification_Default;,,,,,@fields.user_name,,,,,,,,,,,,,,,1a6f9f2e-c531-4cf6-9306-434dcc6d441e,,split_by_expression,7685;5440
46,split_by_value,45,,@fields.user_name,has_text,user_name,,@fields.child_nickname,,,,,,,,,,,,,,,b1408371-60ba-4333-9912-26b44ee71e66,,split_by_expression,7435;6640
47,send_message,46,,@fields.child_nickname,has_text,child_nickname,,Congratulations @fields.user_name! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,dcf783cf-2e9e-4cc3-8c15-b55d203f2127,,execute_actions,7310;7440
48,send_message,46,,,,,,Congratulations @fields.user_name! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,b716ecc3-fe44-42fc-b00e-1d1d7dd7d912,,execute_actions,7560;7440
49,split_by_value,45,,,,,,@fields.child_nickname,,,,,,,,,,,,,,,a02aaab4-7dec-4e4c-a2a2-20607d091ad7,,split_by_expression,7935;6840
50,send_message,49,,@fields.child_nickname,has_text,child_nickname,,Congratulations! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,1f42a164-bbec-4fdc-85fb-7e883bd34625,,execute_actions,7810;7440
51,send_message,49,,,,,,Congratulations! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,"@(fields.house_of_support_path & ""house_"" & fields.n_skills & "".jpg",,,,f5f323af-bad1-4434-b323-4298eb6199a2,,execute_actions,8060;7440
52,split_by_group,36;36,ABTest_test-gamification_Default;,,,,,ABTest_test-gamification_Default,,,,,,,,,,,,,,2f20c6e6-ec2b-443e-9768-65642f643034,e48fe1aa-37bf-4a70-8a7c-838406c1137f,,split_by_expression,6185;4640
53,split_by_value,52,ABTest_test-gamification_alternative,,,,,@fields.user_name,,,,,,,,,,,,,,,5c7c2fcb-1ee6-4df2-aa79-932c0646fb31,,split_by_expression,6685;5240
54,split_by_value,53,,@fields.user_name,has_text,user_name,,@fields.child_nickname,,,,,,,,,,,,,,,132fb89e-bdb1-4102-b5d1-f2d6b77f3892,,split_by_expression,6435;6240
55,send_message,54,,@fields.child_nickname,has_text,child_nickname,,Congratulations @fields.user_name! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,3eec4f1b-e913-4ac8-81c2-cfb2d5885a08,,execute_actions,6310;7440
56,send_message,54,,,,,,Congratulations @fields.user_name! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,4ba14bea-4bfc-4b66-989e-de60a6a91024,,execute_actions,6560;7440
57,split_by_value,53,,,,,,@fields.child_nickname,,,,,,,,,,,,,,,67d57ded-bdb6-48d6-9dc2-cdc7df345dba,,split_by_expression,6935;6440
58,send_message,57,,@fields.child_nickname,has_text,child_nickname,,Congratulations! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,cde17ad1-11d5-4ce5-a5c1-c222b108848f,,execute_actions,6810;7440
59,send_message,57,,,,,,Congratulations! You have added your first layer to your House of Support.  Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,89202026-3054-4867-affa-d6575351ebeb,,execute_actions,7060;7440
60,split_by_value,52;52,ABTest_test-gamification_Default;,,,,,@fields.user_name,,,,,,,,,,,,,,,58e1b974-9ac8-4832-9b66-4d18001d57e3,,split_by_expression,5685;5040
61,split_by_value,60,,@fields.user_name,has_text,user_name,,@fields.child_nickname,,,,,,,,,,,,,,,8c91e2c6-4118-47e8-a95b-451ab6a082d6,,split_by_expression,5435;5840
62,send_message,61,,@fields.child_nickname,has_text,child_nickname,,Congratulations @fields.user_name! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and @fields.child_nickname. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,8f67878a-1a30-4e59-9d90-f4bad6560d90,,execute_actions,5310;7440
63,send_message,61,,,,,,Congratulations @fields.user_name! You have completed your first parenting tip. Setting Goals is the foundation to building a positive relationship between you and your children. Well done!,,,,,,,,,,,https://idems-media-recorder.web.app/storage/project/PLH/subproject/Rapidpro/deployment/Global/resourceGroup/image/universal/congratulation.jpg,,,,42bb4b2c-9789-49e7-8f0a-75b163c7ae9b,,execute_actions,5560;7440
